Style,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PrimaryTemp
American Amber Ale,4.93,25.91,13.36,24.61,60,1.046,75.0,1.75,20.0
American Light Lager,5.66,31.63,5.19,25.0,60,1.047,75.0,3.0,18.0
American Light Lager,6.03,58.68,22.12,50.0,60,1.05,68.0,3.0,20.0
American Stout,6.63,48.83,37.39,21.77,60,1.056,72.0,1.5,15.56
American Stout,6.37,74.43,33.28,28.0,60,1.044,68.0,1.5,20.0
American Stout,8.98,47.01,50.0,45.42,60,1.0659999999999998,68.0,1.25,16.67
American Light Lager,5.26,37.29,34.14,28.39,60,1.045,70.0,1.5,15.56
American Brown Ale,6.36,54.31,15.76,24.61,60,1.047,70.0,1.25,65.56
American Light Lager,5.99,102.08,4.12,49.21,60,1.047,72.0,1.5,18.89
American Light Lager,5.56,18.46,14.28,34.0,60,1.046,70.0,2.7,22.0
American Amber Ale,5.68,36.23,13.96,20.0,40,1.071,75.0,1.5,21.0
American Light Lager,5.36,30.53,7.68,20.82,60,1.041,65.0,1.5,18.89
American Stout,7.33,31.58,38.86,1150.0,100,1.0659999999999998,90.0,3.0,19.0
American Stout,5.64,28.34,50.0,5.68,60,1.046,70.0,1.5,20.0
American Light Lager,5.54,100.54,29.07,102.21,60,1.038,55.0,1.5,16.67
American Light Lager,5.27,13.36,5.84,38.0,60,1.057,70.0,3.0,18.0
American Stout,7.55,100.71,50.0,12.5,60,1.062,60.0,3.0,22.0
American Brown Ale,6.05,29.36,24.69,28.39,60,1.045,65.0,1.5,20.0
American Light Lager,5.26,0.0,4.32,1275.0,60,1.041,80.0,3.72,19.0
American Light Lager,3.59,92.78,8.14,28.39,60,1.0270000000000001,35.0,1.5,20.0
American Brown Ale,5.34,30.23,27.74,13.25,60,1.032,70.0,1.5,20.0
American Light Lager,5.31,37.84,3.59,28.5,60,1.048,75.0,4.0,10.0
American Amber Ale,4.94,30.91,14.15,28.0,60,1.038,68.0,3.0,18.0
American Light Lager,2.87,0.0,2.39,28.39,60,1.021,35.0,1.5,17.78
American Brown Ale,5.55,22.54,22.59,28.39,60,1.0390000000000001,75.0,1.5,18.33
American Amber Ale,5.16,37.31,14.98,50.0,60,1.043,81.0,2.0,18.0
American Brown Ale,5.96,22.83,21.57,28.39,60,1.037,65.0,1.5,18.33
American Light Lager,6.22,84.48,7.89,28.39,60,1.045,70.0,1.25,21.11
American Light Lager,5.06,35.49,5.83,12.0,70,1.046,75.0,3.0,20.0
American Light Lager,6.08,0.0,6.63,25.0,60,1.045,75.0,4.0,20.0
American Light Lager,3.02,9.07,2.17,28.39,90,1.022,72.0,1.5,11.11
American Light Lager,5.37,41.46,13.9,28.39,60,1.04,70.0,1.2,18.33
American Light Lager,5.04,22.32,3.2,85.0,60,1.0390000000000001,80.0,2.8,12.0
American Light Lager,5.14,49.34,4.19,28.0,90,1.043,72.0,3.0,17.0
American Light Lager,5.07,38.04,3.89,15.0,60,1.074,67.0,3.0,20.0
American Amber Ale,5.74,35.59,15.76,57.0,60,1.043,65.0,3.5,19.0
American Amber Ale,6.56,87.45,11.74,28.39,60,1.045,70.0,1.5,22.22
American Amber Ale,5.48,35.15,13.19,32.0,60,1.037,70.0,3.0,19.0
American Stout,7.56,45.99,33.86,28.39,60,1.052,80.0,1.35,19.44
American Stout,5.89,39.43,37.59,85.0,60,1.053,78.0,3.0,18.0
American Brown Ale,7.95,51.41,15.29,29.0,60,1.055,60.0,3.1,20.0
American Brown Ale,5.98,44.65,24.6,51.1,60,1.0490000000000002,78.0,1.25,18.89
American Stout,6.66,36.47,36.12,56.78,60,1.046,70.0,1.2,20.0
American Light Lager,4.57,33.8,9.43,24.5,60,1.047,75.0,3.0,16.0
American Amber Ale,5.36,30.09,16.94,50.35,90,1.047,73.0,1.5,20.0
American Light Lager,4.88,21.53,11.36,90.0,90,1.036,80.0,3.0,12.0
American Brown Ale,5.67,22.65,27.99,28.39,60,1.041,72.0,1.5,21.11
American Amber Ale,6.16,21.03,15.28,25.36,60,1.043,60.0,1.5,18.89
American Light Lager,7.18,40.48,7.34,460.0,60,1.06,76.0,3.0,20.0
American Brown Ale,6.9,31.52,20.04,55.0,60,1.054,80.0,4.58,20.0
American Stout,5.62,29.01,33.42,29.34,60,1.047,75.0,1.25,20.0
American Amber Ale,7.76,36.75,10.77,25.0,90,1.071,85.0,3.0,20.0
American Amber Ale,4.8,42.04,9.11,28.39,60,1.038,82.0,1.5,18.33
American Amber Ale,5.42,29.28,15.23,28.39,60,1.047,65.0,1.5,18.89
American Brown Ale,5.0,29.82,20.65,22.2,60,1.04,60.0,2.0,19.0
American Light Lager,6.35,41.55,17.34,22.71,60,1.05,75.0,1.5,20.0
American Light Lager,4.19,9.44,2.76,53.0,90,1.03,75.0,1.5,17.78
American Stout,4.8,36.21,39.96,27.44,60,1.04,65.0,0.86,18.33
American Brown Ale,6.07,27.85,42.54,28.5,70,1.07,75.0,3.0,18.0
American Amber Ale,5.06,34.82,14.74,28.39,60,1.045,70.0,1.8,18.33
American Stout,6.55,65.18,50.0,45.42,60,1.054,70.0,1.25,18.33
American Amber Ale,5.52,55.64,15.56,32.0,60,1.033,51.0,2.2,18.0
American Light Lager,6.44,44.07,41.91,28.39,60,1.047,70.0,1.5,20.56
American Amber Ale,5.8,38.8,12.53,28.39,90,1.041,70.0,1.2,17.78
American Light Lager,10.15,66.26,5.33,28.39,60,1.0759999999999998,70.0,1.5,15.56
American Amber Ale,5.88,35.15,12.18,25.0,60,1.045,75.0,2.6,18.0
American Stout,5.41,29.15,6.74,28.39,60,1.045,75.0,1.5,18.89
American Brown Ale,4.73,29.26,21.59,31.0,60,1.044,70.0,2.9,21.0
American Brown Ale,5.47,44.58,22.39,26.5,60,1.045,70.0,1.5,17.78
American Brown Ale,5.21,21.52,23.84,26.5,60,1.041,75.0,2.0,20.0
American Light Lager,5.4,44.42,7.65,51.1,60,1.0659999999999998,85.0,1.25,15.56
American Amber Ale,7.22,29.42,17.78,28.5,60,1.053,60.0,3.0,20.0
American Amber Ale,4.64,45.39,18.11,30.0,60,1.0390000000000001,60.0,4.0,20.0
American Amber Ale,5.44,0.0,12.24,26.5,60,1.0390000000000001,70.0,1.5,20.0
American Stout,6.05,67.52,34.57,28.39,60,1.044,72.0,1.5,16.67
American Brown Ale,4.65,25.39,26.8,28.39,60,1.036,70.0,1.33,20.0
American Light Lager,5.57,32.71,6.33,28.5,60,1.048,63.0,3.0,20.0
American Light Lager,4.63,96.99,3.47,62.0,60,1.038,67.0,3.0,20.0
American Brown Ale,6.16,52.62,29.24,22.71,60,1.053,72.0,1.25,22.22
American Light Lager,6.06,98.52,4.59,16.09,60,1.042,70.0,1.25,18.33
American Amber Ale,6.2,40.18,25.43,30.28,90,1.05,70.0,1.5,23.89
American Brown Ale,6.2,27.7,20.41,55.0,60,1.046,70.0,2.7,18.0
American Amber Ale,4.82,29.38,14.32,28.5,60,1.048,90.0,3.0,30.0
American Brown Ale,8.54,104.29,18.97,45.42,60,1.068,70.0,1.5,20.0
American Amber Ale,4.65,40.13,10.28,45.42,60,1.037,68.0,1.25,16.67
American Brown Ale,6.46,25.76,20.83,18.93,60,1.052,60.0,1.5,18.89
American Light Lager,8.18,0.0,4.65,26.5,60,1.0590000000000002,80.0,1.25,20.0
American Brown Ale,4.33,39.56,19.52,32.18,60,1.04,75.0,1.2,22.22
American Stout,5.31,39.9,39.45,24.0,60,1.045,72.0,3.0,20.0
American Amber Ale,6.05,36.58,11.34,49.21,60,1.047,84.0,1.33,17.78
American Stout,8.64,99.54,50.0,28.39,90,1.0590000000000002,55.0,1.5,20.0
American Brown Ale,5.08,37.55,21.77,56.78,90,1.041,80.0,1.0,21.11
American Brown Ale,6.2,29.93,20.51,26.5,60,1.0490000000000002,75.0,1.5,19.44
American Stout,5.4,50.06,37.17,14.0,60,1.055,70.0,2.5,19.0
American Brown Ale,5.02,45.39,23.19,45.42,60,1.043,70.0,1.5,20.0
American Stout,6.76,55.72,39.91,28.39,60,1.051,70.0,1.25,18.33
American Light Lager,5.63,41.05,5.94,49.21,60,1.045,70.0,1.25,20.0
American Light Lager,5.96,30.01,10.68,28.39,60,1.037,70.0,1.0,18.33
American Amber Ale,5.82,36.04,14.65,55.0,90,1.052,79.0,4.0,18.0
American Light Lager,4.68,11.99,2.35,28.39,90,1.063,75.0,1.5,18.33
American Amber Ale,5.44,37.21,11.62,65.0,60,1.044,68.0,3.0,18.0
American Brown Ale,6.68,63.74,22.84,28.5,60,1.0490000000000002,64.0,3.0,19.0
American Light Lager,9.14,59.67,47.16,24.61,60,1.07,65.0,1.5,20.0
American Amber Ale,5.45,29.79,13.76,28.39,60,1.0390000000000001,72.0,1.5,21.11
American Light Lager,7.26,27.55,4.29,22.0,60,1.061,70.0,2.5,25.0
American Brown Ale,6.15,33.16,24.71,18.93,60,1.0490000000000002,75.0,1.5,18.33
American Stout,6.05,34.47,50.0,22.71,60,1.0590000000000002,62.0,1.5,21.11
American Light Lager,4.43,20.53,14.31,28.39,60,1.032,70.0,1.5,20.0
American Amber Ale,5.97,69.39,16.26,24.61,60,1.047,60.0,1.5,20.0
American Light Lager,6.75,82.95,23.44,28.39,60,1.05,70.0,1.2,20.0
American Amber Ale,5.58,59.94,12.77,25.36,60,1.041,67.0,1.5,19.44
American Brown Ale,5.54,22.6,23.87,28.39,60,1.038,60.0,1.25,21.11
American Brown Ale,5.58,25.27,25.35,28.39,60,1.041,65.0,1.5,21.11
American Light Lager,5.39,48.21,5.98,28.39,60,1.034,75.0,1.5,15.56
American Stout,5.42,55.4,43.17,26.5,60,1.0390000000000001,70.0,1.5,20.0
American Amber Ale,5.97,22.45,9.12,24.61,60,1.044,70.0,1.5,21.11
American Light Lager,7.81,29.76,50.0,28.39,60,1.056,70.0,1.5,21.11
American Stout,6.38,41.97,50.0,28.39,60,1.046,65.0,1.5,20.0
American Amber Ale,5.44,27.97,17.96,26.5,60,1.043,70.0,1.5,17.78
American Brown Ale,5.15,18.29,22.09,45.42,60,1.045,70.0,1.5,21.11
American Brown Ale,6.51,32.93,21.54,24.61,70,1.055,76.0,1.5,20.0
American Brown Ale,5.64,23.37,18.68,28.39,60,1.045,72.0,1.25,20.0
American Stout,7.11,51.12,50.0,30.28,60,1.046,70.0,1.5,18.89
American Amber Ale,4.18,62.67,8.96,27.0,80,1.035,56.0,4.0,20.0
American Amber Ale,5.89,20.86,12.09,26.5,60,1.051,68.0,1.5,20.0
American Stout,8.77,62.09,41.55,28.4,60,1.064,70.0,2.9,20.0
American Light Lager,6.72,18.89,3.41,45.42,90,1.045,70.0,1.5,20.0
American Amber Ale,5.51,39.21,15.28,30.0,60,1.036,68.0,3.0,20.0
American Stout,5.45,36.18,40.0,28.0,60,1.045,70.0,5.5,20.0
American Amber Ale,7.18,27.83,13.78,7.57,60,1.036,65.0,1.5,21.11
American Brown Ale,4.17,26.45,18.74,28.39,60,1.032,70.0,1.5,18.89
American Light Lager,5.18,0.0,12.12,11.0,60,1.044,70.0,3.0,19.0
American Stout,5.09,41.88,34.79,30.0,60,1.041,71.0,2.5,19.0
American Light Lager,7.16,20.71,8.67,28.39,60,1.0490000000000002,65.0,1.25,18.33
American Amber Ale,5.76,27.15,11.99,24.0,60,1.051,60.0,3.0,23.0
American Amber Ale,5.54,55.6,19.78,49.21,60,1.0490000000000002,75.0,1.6,15.56
American Amber Ale,5.61,52.44,9.39,162.0,60,1.045,70.0,3.0,20.0
American Brown Ale,2.81,18.89,12.94,28.39,60,1.0190000000000001,35.0,1.5,21.11
American Stout,5.88,37.19,37.08,52.0,70,1.052,78.0,3.0,19.0
American Amber Ale,5.66,24.87,14.14,20.0,60,1.045,70.0,3.0,16.0
American Light Lager,5.1,14.39,2.98,24.61,60,1.037,70.0,1.25,20.0
American Light Lager,4.32,81.93,5.72,22.71,60,1.0390000000000001,65.0,1.25,20.0
American Light Lager,5.15,41.12,4.69,35.96,60,1.0390000000000001,54.0,1.5,23.89
American Stout,6.24,56.02,30.42,28.39,60,1.0390000000000001,75.0,1.25,21.11
American Brown Ale,4.65,69.75,17.12,24.23,60,1.034,70.0,1.5,20.0
American Light Lager,4.28,10.54,2.98,31.42,90,1.028,68.0,1.5,12.78
American Brown Ale,6.12,48.82,19.56,24.61,60,1.0490000000000002,70.0,1.32,18.89
American Light Lager,4.7,38.84,35.05,28.39,90,1.037,68.0,3.1,21.11
American Amber Ale,4.52,32.62,14.23,28.39,60,1.033,65.0,1.5,18.89
American Amber Ale,4.85,38.12,17.34,25.55,60,1.042,70.0,1.3,20.0
American Light Lager,5.42,17.56,7.38,28.39,60,1.037,70.0,1.33,20.0
American Amber Ale,5.63,28.99,15.93,230.0,90,1.046,75.0,4.0,21.0
American Light Lager,4.88,23.06,12.78,28.39,90,1.032,85.0,1.5,18.33
American Stout,7.68,62.96,41.25,28.39,60,1.045,73.0,1.25,20.0
American Stout,10.84,101.77,48.14,28.39,90,1.068,50.0,1.5,21.11
American Brown Ale,5.93,18.45,25.89,15.14,60,1.034,70.0,1.5,20.0
American Light Lager,5.39,28.85,18.78,26.5,60,1.04,60.0,1.1,21.11
American Stout,4.33,40.59,33.01,26.5,60,1.031,70.0,1.25,20.0
American Stout,6.31,49.77,33.11,28.39,60,1.048,65.0,1.5,20.0
American Brown Ale,5.31,12.82,24.41,28.39,60,1.0390000000000001,70.0,1.5,18.89
American Brown Ale,7.71,24.69,24.88,27.0,60,1.0659999999999998,75.0,2.7,20.0
American Amber Ale,4.95,28.56,10.81,28.0,60,1.041,67.0,2.6,20.0
American Stout,6.07,62.19,34.78,30.0,60,1.037,60.0,3.0,20.0
American Light Lager,4.56,23.55,12.04,41.64,60,1.046,70.0,1.5,11.11
American Amber Ale,4.71,22.1,18.76,28.39,60,1.034,86.0,1.5,21.11
American Brown Ale,5.08,31.92,22.18,28.39,60,1.041,72.0,1.25,18.33
American Amber Ale,5.15,20.22,11.2,30.0,60,1.042,65.0,3.0,19.0
American Amber Ale,3.22,27.59,9.43,38.0,60,1.0270000000000001,77.0,3.0,18.0
American Brown Ale,5.2,30.69,24.22,30.28,60,1.0390000000000001,69.0,1.5,20.0
American Brown Ale,8.41,102.49,18.86,28.39,60,1.048,70.0,1.5,21.11
American Light Lager,5.51,24.56,10.11,28.5,60,1.0270000000000001,73.0,3.66,18.0
American Light Lager,0.63,0.0,4.8,9.46,60,1.006,70.0,1.5,21.11
American Stout,6.78,81.17,38.14,26.5,60,1.055,75.0,1.5,17.22
American Light Lager,5.98,0.0,3.96,120.0,60,1.056,80.0,2.6,25.0
American Amber Ale,5.44,32.49,13.77,28.5,60,1.0390000000000001,70.0,4.1,19.0
American Light Lager,5.06,27.5,9.26,26.5,60,1.04,70.0,1.5,20.0
American Amber Ale,5.09,48.0,7.92,28.5,60,1.038,62.0,3.33,20.0
American Stout,7.31,32.97,49.55,30.28,60,1.05,78.0,1.3,21.11
American Amber Ale,6.28,43.88,11.75,26.0,60,1.044,70.0,2.5,18.0
American Light Lager,6.1,71.8,6.74,26.5,60,1.043,72.0,1.25,18.33
American Light Lager,5.2,48.99,19.96,28.39,60,1.037,70.0,1.25,20.0
American Light Lager,5.27,41.7,5.25,28.0,90,1.04,75.0,2.7,18.0
American Stout,6.51,39.26,36.56,28.39,60,1.055,76.0,1.25,18.33
American Amber Ale,4.79,31.92,12.79,30.0,40,1.03,72.0,3.0,18.0
American Brown Ale,5.69,24.86,20.17,151.42,60,1.05,70.0,1.5,18.33
American Amber Ale,7.29,25.39,23.83,4.92,60,1.0490000000000002,68.0,1.5,21.11
American Amber Ale,6.05,22.25,19.61,30.28,75,1.048,70.0,1.5,20.0
American Light Lager,8.15,26.11,8.03,26.5,60,1.053,70.0,1.5,7.22
American Amber Ale,7.08,71.73,17.79,34.0,90,1.041,54.0,3.75,21.0
American Amber Ale,6.49,48.97,13.42,22.71,60,1.056,70.0,1.5,21.11
American Amber Ale,7.81,65.1,19.6,28.5,90,1.057,65.0,3.13,20.0
American Light Lager,5.82,13.64,3.91,500.0,60,1.047,78.0,3.0,20.0
American Stout,7.29,54.52,50.0,26.5,75,1.055,78.0,2.0,16.67
American Amber Ale,5.14,37.42,18.94,35.0,60,1.0290000000000001,35.0,3.0,20.0
American Brown Ale,5.34,31.89,23.77,23.0,60,1.043,66.0,3.0,20.0
American Light Lager,4.55,40.39,5.92,28.5,60,1.031,55.0,3.17,21.0
American Stout,4.06,54.96,37.3,28.39,60,1.036,55.0,1.5,18.33
American Brown Ale,4.85,21.41,27.42,26.5,70,1.043,74.0,1.5,18.89
American Light Lager,5.94,17.25,33.5,10.5,60,1.151,75.0,3.0,20.0
American Light Lager,5.1,63.31,5.93,22.71,60,1.047,75.0,1.5,20.0
American Light Lager,6.97,47.32,4.67,49.21,90,1.06,80.0,1.5,20.0
American Brown Ale,4.83,22.39,21.76,25.0,60,1.042,75.0,2.18,21.0
American Stout,6.13,42.43,38.41,19.0,60,1.0590000000000002,60.0,3.0,20.0
American Light Lager,5.56,67.84,3.59,53.0,60,1.038,72.0,1.3,19.44
American Amber Ale,8.19,139.85,15.73,49.21,60,1.063,75.0,1.5,20.0
American Amber Ale,5.6,38.95,13.92,28.5,60,1.042,70.0,3.0,18.0
American Stout,6.1,44.62,40.5,24.61,60,1.058,70.0,1.45,18.33
American Amber Ale,7.97,57.36,10.89,175.0,70,1.062,67.0,3.0,21.0
American Stout,5.54,37.96,30.55,12.0,60,1.037,65.0,4.0,20.0
American Stout,8.09,64.48,39.52,5.68,60,1.055,68.0,1.5,21.11
American Stout,7.4,74.17,47.26,28.39,60,1.055,70.0,1.5,22.22
American Light Lager,5.68,13.06,3.31,28.39,90,1.036,70.0,1.5,8.89
American Stout,6.18,70.97,34.76,28.39,60,1.045,70.0,1.5,21.11
American Brown Ale,5.33,21.98,23.21,25.74,60,1.046,75.0,1.4,18.33
American Amber Ale,3.94,24.8,10.18,20.0,60,1.044,70.0,3.0,19.0
American Stout,5.44,41.3,37.74,30.28,60,1.038,75.0,1.25,17.78
American Stout,4.5,28.03,38.16,24.61,60,1.044,70.0,1.7,20.0
American Light Lager,7.15,55.18,13.53,28.39,60,1.055,75.0,1.5,18.89
American Light Lager,5.53,37.1,3.77,25.0,60,1.042,67.0,4.1,19.0
American Light Lager,4.53,0.13,3.26,850.0,60,1.0390000000000001,80.0,2.0,20.0
American Brown Ale,6.25,47.49,21.76,18.93,60,1.038,75.0,1.25,19.44
American Amber Ale,6.0,23.9,15.11,28.39,60,1.041,80.0,1.25,19.44
American Amber Ale,5.87,57.46,14.68,26.5,60,1.042,70.0,1.5,20.56
American Stout,4.93,32.39,42.45,30.28,60,1.034,75.0,1.5,20.0
American Light Lager,4.88,12.67,2.98,43.0,60,1.038,80.0,2.75,10.0
American Stout,4.96,72.02,30.24,15.14,60,1.032,65.0,1.5,18.33
American Light Lager,10.53,90.25,50.0,220.0,60,1.092,75.0,2.5,20.0
American Amber Ale,5.32,31.07,14.25,27.0,60,1.041,75.0,2.7,18.0
American Stout,8.43,23.53,46.61,15.14,60,1.073,60.0,1.5,18.33
American Light Lager,7.53,48.74,32.73,28.5,60,1.055,75.0,3.0,18.0
American Amber Ale,7.08,33.35,15.17,23.0,60,1.0590000000000002,76.0,3.0,20.0
American Stout,5.28,94.52,50.0,28.39,90,1.0390000000000001,60.0,1.5,20.0
American Light Lager,5.19,17.23,3.9,27.0,60,1.044,73.0,3.0,19.0
American Light Lager,8.81,0.01,0.0,52.62,60,1.024,85.0,1.5,23.33
American Stout,4.53,35.11,39.69,30.0,90,1.032,65.0,3.0,20.0
American Amber Ale,5.29,46.44,14.7,49.21,60,1.0490000000000002,75.0,1.5,20.0
American Light Lager,5.09,48.68,8.76,28.39,60,1.038,80.0,1.5,21.11
American Light Lager,3.55,12.33,36.08,28.39,60,1.026,35.0,1.5,21.11
American Light Lager,4.83,7.74,4.06,600.0,60,1.037,57.0,3.1,30.0
American Light Lager,5.22,27.68,7.3,60.57,60,1.05,70.0,1.5,22.22
American Amber Ale,5.88,27.59,13.98,28.39,75,1.044,70.0,1.5,18.33
American Light Lager,5.31,5.35,3.71,189.27,60,1.045,72.0,1.15,18.33
American Light Lager,5.68,28.92,3.73,55.0,60,1.047,70.0,13.0,12.0
American Brown Ale,6.5,39.15,19.56,25.0,90,1.051,69.0,3.0,17.0
American Light Lager,4.78,46.18,2.93,28.0,60,1.04,70.0,3.0,12.0
American Stout,5.66,57.27,39.07,28.39,60,1.046,65.0,1.6,15.56
American Light Lager,7.11,49.67,5.36,26.5,60,1.052,72.0,1.5,18.89
American Brown Ale,5.06,37.09,19.72,28.39,60,1.036,70.0,2.0,21.11
American Light Lager,5.25,58.88,6.16,32.0,60,1.038,65.0,3.0,19.0
American Amber Ale,5.84,33.82,14.29,28.4,60,1.045,75.0,4.0,19.0
American Brown Ale,5.59,20.69,21.51,30.28,60,1.047,75.0,1.6,22.22
American Brown Ale,7.15,76.16,32.59,28.39,75,1.056,76.0,1.2,23.89
American Brown Ale,5.82,16.51,31.19,47.32,60,1.052,80.0,1.33,20.0
American Light Lager,10.65,117.78,50.0,26.5,60,1.07,68.0,1.0,18.89
American Light Lager,3.07,9.68,5.01,48.0,60,1.025,65.0,3.0,12.0
American Light Lager,11.96,108.07,50.0,26.5,60,1.089,72.0,1.0,18.89
American Light Lager,4.51,104.24,6.85,28.39,60,1.035,75.0,1.5,21.11
American Stout,48.8,0.92,40.0,28.5,60,1.5,70.0,3.0,22.0
American Stout,9.98,33.23,50.0,26.5,60,1.074,72.0,1.5,18.33
American Stout,5.77,37.57,33.33,26.5,60,1.045,70.0,1.25,18.33
American Light Lager,6.03,54.05,4.44,25.0,60,1.044,70.0,3.0,18.0
American Amber Ale,5.74,45.33,12.78,51.1,60,1.0390000000000001,80.0,1.5,20.0
American Light Lager,6.97,0.0,6.13,28.39,60,1.097,70.0,1.5,11.11
American Stout,6.98,80.2,44.67,29.53,60,1.05,70.0,1.3,20.0
American Amber Ale,5.27,37.88,14.22,43.53,60,1.0490000000000002,75.0,1.5,20.0
American Amber Ale,6.4,37.35,12.98,45.42,60,1.051,65.0,1.5,18.33
American Amber Ale,6.26,35.45,19.57,29.0,60,1.05,76.1,3.27,16.5
American Amber Ale,5.08,34.42,16.97,28.39,60,1.04,70.0,1.5,20.0
American Light Lager,7.88,0.0,5.78,28.39,60,1.0590000000000002,70.0,1.5,21.11
American Stout,6.29,63.78,39.05,27.44,60,1.0490000000000002,75.0,1.5,21.11
American Amber Ale,5.74,34.52,15.0,60.0,60,1.052,75.0,3.0,19.0
American Stout,5.13,35.65,50.0,28.39,60,1.036,70.0,2.0,18.33
American Stout,6.29,73.77,50.0,24.61,60,1.045,60.0,1.25,18.33
American Light Lager,3.79,0.0,2.31,26.0,60,1.0290000000000001,80.0,3.4,25.0
American Stout,5.89,36.25,32.56,29.34,60,1.047,75.0,1.33,17.78
American Light Lager,3.77,6.09,4.19,15.14,20,1.056,65.0,1.25,18.89
American Amber Ale,5.31,28.27,18.41,22.71,60,1.044,73.0,1.5,23.89
American Amber Ale,5.87,37.55,16.59,32.0,60,1.043,70.0,3.0,19.0
American Brown Ale,5.09,20.92,16.25,26.5,60,1.046,70.0,1.25,18.89
American Amber Ale,6.25,38.38,22.23,25.0,90,1.058,70.0,2.77,23.0
American Amber Ale,4.8,30.9,14.0,55.0,60,1.035,72.0,2.0,16.0
American Amber Ale,4.89,23.02,16.95,56.78,60,1.032,70.0,1.5,20.56
American Amber Ale,5.19,37.55,12.31,26.5,60,1.041,72.0,1.25,18.33
American Amber Ale,5.98,37.25,29.26,13.25,60,1.042,74.0,1.5,22.22
American Amber Ale,5.37,30.7,15.64,24.0,70,1.042,65.0,3.6,23.0
American Brown Ale,6.47,31.57,23.86,27.44,60,1.041,62.0,1.5,22.78
American Amber Ale,7.37,63.88,20.63,26.5,60,1.054,65.0,1.5,23.89
American Light Lager,6.07,53.58,7.14,13.0,60,1.048,70.0,4.0,19.0
American Stout,6.72,41.29,45.35,18.93,60,1.041,78.0,1.25,20.56
American Amber Ale,6.01,48.68,15.71,28.39,60,1.044,72.0,1.5,18.89
American Amber Ale,5.08,33.01,12.71,55.0,60,1.046,85.0,3.0,18.0
American Amber Ale,5.73,27.3,15.21,28.7,90,1.046,75.0,2.9,20.0
American Amber Ale,4.93,23.38,15.4,28.39,60,1.036,75.0,1.5,18.89
American Light Lager,4.87,33.54,4.4,41.64,60,1.026,60.0,1.25,21.11
American Light Lager,5.01,14.54,4.03,488.32,75,1.046,85.0,1.3,21.11
American Amber Ale,6.57,51.59,22.14,24.61,60,1.054,35.0,1.5,21.11
American Amber Ale,4.52,20.99,4.0,28.39,60,1.03,60.0,1.5,16.67
American Amber Ale,5.44,27.83,18.85,26.5,60,1.0390000000000001,65.0,1.3,18.33
American Brown Ale,6.6,23.18,17.12,28.39,60,1.054,65.0,1.5,20.0
American Light Lager,4.69,22.16,3.35,15.14,60,1.038,75.0,1.25,17.78
American Light Lager,4.95,39.23,3.11,25.0,60,1.042,75.0,3.1,19.0
American Brown Ale,5.49,28.46,20.71,794.94,60,1.048,75.0,1.25,20.56
American Light Lager,3.23,60.7,7.64,28.39,60,1.023,35.0,1.5,20.0
American Light Lager,5.67,29.49,10.47,26.5,90,1.037,70.0,1.5,-1.11
American Brown Ale,6.1,22.83,27.81,28.39,75,1.043,70.0,1.4,18.33
American Stout,6.89,80.23,38.9,26.5,60,1.054,70.0,1.5,16.67
American Light Lager,5.6,10.86,2.66,30.0,90,1.043,78.0,4.0,12.0
American Light Lager,5.44,40.87,6.34,28.5,60,1.047,61.0,3.0,20.0
American Light Lager,5.37,5.29,5.26,28.5,60,1.181,70.0,2.7,20.0
American Light Lager,4.64,43.95,5.19,30.0,60,1.037,65.0,3.1,18.0
American Amber Ale,5.32,27.12,10.15,8.0,60,1.033,75.0,3.0,18.0
American Light Lager,5.19,122.02,5.1,28.1,90,1.043,75.0,2.9,18.5
American Amber Ale,5.57,38.01,12.54,15.0,70,1.0390000000000001,50.0,4.7,20.0
American Light Lager,8.08,32.58,5.95,30.28,60,1.061,70.0,1.4,22.22
American Stout,6.35,33.2,38.16,26.5,60,1.051,70.0,1.5,20.0
American Amber Ale,5.54,25.27,13.57,28.39,60,1.038,70.0,1.5,20.0
American Brown Ale,8.4,30.41,34.76,30.0,60,1.0659999999999998,75.0,3.0,15.0
American Light Lager,5.91,0.0,15.84,473.18,60,1.053,75.0,1.5,20.0
American Amber Ale,5.77,24.69,10.53,28.5,75,1.048,75.0,3.47,25.0
American Light Lager,5.74,32.51,4.17,29.0,60,1.053,99.0,6.0,24.0
American Light Lager,11.23,91.0,50.0,28.39,90,1.081,72.0,1.5,18.89
American Brown Ale,4.82,30.35,18.29,28.5,60,1.037,72.0,3.0,18.0
American Light Lager,3.4,40.87,5.68,16.0,60,1.0270000000000001,80.0,3.0,18.0
American Brown Ale,6.2,74.57,27.12,28.39,60,1.048,70.0,1.3,20.0
American Light Lager,4.41,10.39,2.4,22.71,60,1.033,75.0,2.5,10.0
American Brown Ale,5.36,26.54,30.05,28.39,60,1.04,75.0,2.0,21.11
American Brown Ale,5.39,30.45,20.89,29.15,60,1.046,78.0,1.5,20.0
American Amber Ale,4.8,33.69,10.91,28.39,60,1.035,70.0,1.5,21.11
American Brown Ale,5.63,20.78,25.11,28.01,60,1.036,72.0,1.7,18.33
American Stout,6.26,51.73,37.73,47.32,90,1.053,75.0,1.25,20.0
American Amber Ale,6.73,67.81,10.72,26.5,60,1.054,75.0,2.0,20.0
American Brown Ale,5.44,23.7,33.18,28.39,60,1.04,75.0,2.0,24.44
American Light Lager,6.49,48.83,9.19,25.0,60,1.056,70.0,2.5,18.0
